title,parent_celex,oj_num,doc_type,celex_num,url
1999/468/EC: Council Decision of 28 June 1999 laying down the procedures for the exercise of implementing powers conferred on the Commission,32011R0182,"OJ L 184, 17.7.1999, p. 23-26",L,31999D0468,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.1999.184.01.0023.01.ENG&toc=OJ:L:1999:184:TOC
"Regulation (EC) No 1049/2001 of the European Parliament and of the Council of 30 May 2001 regarding public access to European Parliament, Council and Commission documents",32011R0182,"OJ L 145, 31.5.2001, p. 43-48",L,32001R1049,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2001.145.01.0043.01.ENG&toc=OJ:L:2001:145:TOC
